active,certifications,created_date,date_of_hire,email,employee_id,first_name,full_name,group,last_name,personnel_id,phone_mobile,phone_work,role,shift,station,unit,updated_date,user_id,username
True,"[""FIRE_INSTRUCTOR"", ""HAZMAT""]",2025-09-15 10:46:13,2023-11-16,sjuarez@firedepartment.org,FD8787,Steven,Steven Juarez,ADMIN,Juarez,FP-05ff90c0-4774-4220-b2de-ddb0ea8a3c3a,(206) 857-5309,(425) 354-5809,FIREFIGHTER,A,STATION_37,MEDIC 037,2025-09-15 10:46:13,sjuarez,sjuarez
True,"[""EMT"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2015-10-07,kreynolds@firedepartment.org,FD9350,Kathleen,Kathleen Reynolds,TRAINING,Reynolds,FP-f112ce0c-4388-43f9-bce9-3d667fea7624,(206) 294-7994,(425) 373-5582,BATTALION_CHIEF,B,STATION_24,ENGINE 024,2025-09-15 10:46:13,kreynolds,kreynolds
True,"[""EMT"", ""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2018-11-27,jharris@firedepartment.org,FD2601,James,James Harris,ADMIN,Harris,FP-4123604c-7f34-47d2-be33-220b44e1bd20,(206) 562-2608,(206) 940-1197,LIEUTENANT,B,STATION_35,MEDIC 035,2025-09-15 10:46:13,jharris,jharris
True,"[""EMT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2011-08-24,ryoung@firedepartment.org,FD9378,Ryan,Ryan Young,TRAINING,Young,FP-fd3e3f8b-a324-4a00-bf28-0e42dffb9bf8,(206) 844-2325,(206) 534-2594,LIEUTENANT,C,STATION_07,LADDER 007,2025-09-15 10:46:13,ryoung,ryoung
True,"[""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2011-09-08,twhite@firedepartment.org,FD7402,Tara,Tara White,ADMIN,White,FP-e5429bc9-b968-431b-93bf-603ca8e756b7,(425) 330-6502,(206) 717-9132,PARAMEDIC,A,STATION_07,MEDIC 007,2025-09-15 10:46:13,twhite,twhite
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2015-08-17,rwilliams@firedepartment.org,FD3869,Robert,Robert Williams,OPERATIONS,Williams,FP-6c89cab7-fcfc-46eb-8b90-1c28ef4a737c,(425) 402-5689,(206) 857-3816,LIEUTENANT,C,STATION_18,MEDIC 018,2025-09-15 10:46:13,rwilliams,rwilliams
True,"[""FIRE_INSTRUCTOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2021-12-24,sharris@firedepartment.org,FD6614,Scott,Scott Harris,ADMIN,Harris,FP-c199fc70-0e93-4676-bfdf-7ae775b7643b,(206) 606-2597,(206) 226-4317,PARAMEDIC,C,STATION_06,AID 006,2025-09-15 10:46:13,sharris,sharris
True,"[""EMT"", ""HAZMAT""]",2025-09-15 10:46:13,2009-02-19,phenderson@firedepartment.org,FD8554,Pamela,Pamela Henderson,TRAINING,Henderson,FP-7bd186d2-b49b-48a1-9325-620e54e88f1b,(206) 927-6321,(425) 693-7943,PARAMEDIC,A,STATION_36,MEDIC 036,2025-09-15 10:46:13,phenderson,phenderson
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2008-04-12,bferguson@firedepartment.org,FD2571,Brian,Brian Ferguson,OPERATIONS,Ferguson,FP-3766cc2f-91ab-43c3-8ec5-e7f30f4142a8,(206) 947-5232,(206) 546-7636,CAPTAIN,C,STATION_29,LADDER 029,2025-09-15 10:46:13,bferguson,bferguson
True,"[""EMT"", ""TECH_REScue""]",2025-09-15 10:46:13,2004-10-03,dreed@firedepartment.org,FD9846,Dennis,Dennis Reed,TRAINING,Reed,FP-ec9d110c-d345-4faa-b4cd-69dd69a9b1f9,(206) 982-6574,(206) 331-6955,CAPTAIN,B,STATION_06,MEDIC 006,2025-09-15 10:46:13,dreed,dreed
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2005-08-22,kmorrison@firedepartment.org,FD3095,Kevin,Kevin Morrison,PREVENTION,Morrison,FP-50b1f8e2-7415-415c-8396-ab039622344f,(360) 392-8255,(564) 713-9718,LIEUTENANT,A,STATION_34,MEDIC 034,2025-09-15 10:46:13,kmorrison,kmorrison
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2015-02-21,jclark@firedepartment.org,FD2532,Johnathan,Johnathan Clark,TRAINING,Clark,FP-8a0f77de-016e-4c7c-8351-7a454ef53587,(206) 473-9122,(206) 499-8946,LIEUTENANT,B,STATION_06,MEDIC 006,2025-09-15 10:46:13,jclark,jclark
True,"[""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2008-06-04,ajacobson@firedepartment.org,FD1077,Alex,Alex Jacobson,OPERATIONS,Jacobson,FP-665bf784-1de5-45fe-baf4-257d2c30ba42,(564) 634-2347,(206) 964-5217,FIREFIGHTER,B,STATION_36,MEDIC 036,2025-09-15 10:46:13,ajacobson,ajacobson
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2024-05-20,vvincent@firedepartment.org,FD7996,Victor,Victor Vincent,OPERATIONS,Vincent,FP-e372ef75-a9a0-42af-b563-6ded92f71b9a,(360) 858-5041,(360) 463-4170,PARAMEDIC,C,STATION_20,ENGINE 020,2025-09-15 10:46:13,vvincent,vvincent
True,"[""HAZMAT""]",2025-09-15 10:46:13,2003-08-21,dherrera@firedepartment.org,FD4712,Deborah,Deborah Herrera,PREVENTION,Herrera,FP-9b56aae9-28a1-497d-9314-8e002ccd38fc,(206) 368-5372,(360) 766-6043,FIREFIGHTER,A,STATION_31,MEDIC 031,2025-09-15 10:46:13,dherrera,dherrera
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2022-12-28,pjenkins@firedepartment.org,FD8453,Patrick,Patrick Jenkins,PREVENTION,Jenkins,FP-ae87043e-1863-4519-b2d7-6decfc6636a7,(206) 960-4923,(360) 928-1382,BATTALION_CHIEF,A,STATION_04,AID 004,2025-09-15 10:46:13,pjenkins,pjenkins
True,"[""EMT"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2002-06-20,smorgan@firedepartment.org,FD9732,Suzanne,Suzanne Morgan,TRAINING,Morgan,FP-39bb6206-4bfe-4cca-b41d-6e2f2cdd301f,(206) 242-2817,(206) 805-7184,BATTALION_CHIEF,B,STATION_26,MEDIC 026,2025-09-15 10:46:13,smorgan,smorgan
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-08-31,rpowers@firedepartment.org,FD6195,Ricardo,Ricardo Powers,ADMIN,Powers,FP-712e35cb-b6c1-46c0-b7af-233d228f6716,(206) 655-8732,(425) 807-5335,LIEUTENANT,B,STATION_09,ENGINE 009,2025-09-15 10:46:13,rpowers,rpowers
True,"[""FIRE_INSTRUCTOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2003-05-15,wrose@firedepartment.org,FD9168,Whitney,Whitney Rose,PREVENTION,Rose,FP-3778c497-81d3-48dc-a060-e02ca667a562,(206) 550-9736,(425) 808-4428,PARAMEDIC,C,STATION_23,ENGINE 023,2025-09-15 10:46:13,wrose,wrose
True,"[""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2018-01-17,cstevens@firedepartment.org,FD8982,Christy,Christy Stevens,TRAINING,Stevens,FP-0f516cb2-572a-4f9f-92b9-b77715cecdf5,(206) 694-1105,(425) 349-6526,PARAMEDIC,B,STATION_25,ENGINE 025,2025-09-15 10:46:13,cstevens,cstevens
True,"[""FIRE_INVESTIGATOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2019-03-12,acortez@firedepartment.org,FD3998,Arthur,Arthur Cortez,PREVENTION,Cortez,FP-87e5441f-6727-49b5-898a-e4367a56c03d,(206) 411-1195,(425) 728-1332,LIEUTENANT,B,STATION_20,MEDIC 020,2025-09-15 10:46:13,acortez,acortez
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2022-07-21,smayo@firedepartment.org,FD9427,Susan,Susan Mayo,TRAINING,Mayo,FP-2a67137c-819e-4d05-b984-4afb29c360f4,(206) 921-5606,(206) 328-2849,BATTALION_CHIEF,C,STATION_24,LADDER 024,2025-09-15 10:46:13,smayo,smayo
True,"[""FIRE_INSTRUCTOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2005-11-23,ssanchez@firedepartment.org,FD9638,Sheryl,Sheryl Sanchez,OPERATIONS,Sanchez,FP-66745811-c6cf-4e10-9ad0-8c72a44275fe,(206) 622-2956,(206) 358-8465,LIEUTENANT,B,STATION_21,MEDIC 021,2025-09-15 10:46:13,ssanchez,ssanchez
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2019-12-28,pharper@firedepartment.org,FD4477,Philip,Philip Harper,TRAINING,Harper,FP-4b626d8e-45c6-402c-ad87-ac6013691460,(425) 616-5057,(206) 968-1336,FIREFIGHTER,C,STATION_31,ENGINE 031,2025-09-15 10:46:13,pharper,pharper
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2019-09-06,jwhite@firedepartment.org,FD7990,Jonathan,Jonathan White,OPERATIONS,White,FP-83f75863-18b2-4d73-9571-894fd5b35fbf,(206) 300-8983,(206) 999-7829,CAPTAIN,A,STATION_16,ENGINE 016,2025-09-15 10:46:13,jwhite,jwhite
True,"[""EMT"", ""TECH_REScue""]",2025-09-15 10:46:13,2005-12-23,mnewton@firedepartment.org,FD7240,Michelle,Michelle Newton,PREVENTION,Newton,FP-cd160898-ff5e-4b40-bba8-91bf81a2361d,(360) 461-6477,(425) 803-5492,BATTALION_CHIEF,B,STATION_23,ENGINE 023,2025-09-15 10:46:13,mnewton,mnewton
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2009-11-26,mrivera@firedepartment.org,FD9450,Michael,Michael Rivera,OPERATIONS,Rivera,FP-4bcea743-28db-4468-9859-f9b250738dd3,(206) 738-2191,(360) 247-1580,FIREFIGHTER,C,STATION_06,AID 006,2025-09-15 10:46:13,mrivera,mrivera
True,"[""FIRE_INSTRUCTOR"", ""HAZMAT""]",2025-09-15 10:46:13,2014-03-27,smurray@firedepartment.org,FD1408,Shelby,Shelby Murray,TRAINING,Murray,FP-a13c173a-577a-4d6f-b4a6-f10d8fe8b962,(206) 530-9263,(360) 778-6338,CAPTAIN,B,STATION_35,MEDIC 035,2025-09-15 10:46:13,smurray,smurray
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2015-02-04,aabbott@firedepartment.org,FD5850,April,April Abbott,OPERATIONS,Abbott,FP-fd9726a2-3d4f-4244-ad8d-1660a01c5a9e,(206) 670-4494,(206) 552-5607,FIREFIGHTER,C,STATION_04,AID 004,2025-09-15 10:46:13,aabbott,aabbott
True,"[""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2018-10-13,aortega@firedepartment.org,FD9184,Amber,Amber Ortega,ADMIN,Ortega,FP-eba5c412-7b70-4895-9adf-0f17eaf30a0e,(206) 400-2475,(206) 806-5462,CAPTAIN,C,STATION_07,ENGINE 007,2025-09-15 10:46:13,aortega,aortega
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2019-01-22,kcarrillo@firedepartment.org,FD9218,Kenneth,Kenneth Carrillo,PREVENTION,Carrillo,FP-484b0b1d-e687-4211-ad80-7c7535ea3e7b,(425) 343-4133,(206) 494-3162,PARAMEDIC,C,STATION_25,MEDIC 025,2025-09-15 10:46:13,kcarrillo,kcarrillo
True,"[""EMT"", ""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2021-09-21,treed@firedepartment.org,FD1418,Thomas,Thomas Reed,PREVENTION,Reed,FP-43cabe5a-e0cd-4c7f-b7be-1c330bc18fa4,(360) 737-5372,(206) 403-2361,PARAMEDIC,C,STATION_27,LADDER 027,2025-09-15 10:46:13,treed,treed
True,"[""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2019-03-01,mortiz@firedepartment.org,FD3371,Matthew,Matthew Ortiz,OPERATIONS,Ortiz,FP-9a4df7a9-cbff-455a-a8e7-a3e91787c761,(206) 718-7935,(206) 332-8712,PARAMEDIC,B,STATION_01,LADDER 001,2025-09-15 10:46:13,mortiz,mortiz
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2020-05-22,mbenitez@firedepartment.org,FD8377,Mark,Mark Benitez,PREVENTION,Benitez,FP-f069f0e3-f9d4-479e-8755-652c3e69c6ec,(206) 639-7995,(425) 624-4119,FIREFIGHTER,A,STATION_31,ENGINE 031,2025-09-15 10:46:13,mbenitez,mbenitez
True,"[""HAZMAT""]",2025-09-15 10:46:13,2018-08-08,lgarcia@firedepartment.org,FD4339,Laurie,Laurie Garcia,TRAINING,Garcia,FP-ebf32708-97dc-40c3-92d7-94bb0dfc963d,(206) 730-7526,(206) 679-2287,FIREFIGHTER,C,STATION_30,LADDER 030,2025-09-15 10:46:13,lgarcia,lgarcia
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2004-01-08,wdean@firedepartment.org,FD6758,Willie,Willie Dean,OPERATIONS,Dean,FP-7b4ff1bb-0b06-4016-b21e-14f0e50a55ce,(206) 256-1031,(425) 990-5423,LIEUTENANT,A,STATION_14,ENGINE 014,2025-09-15 10:46:13,wdean,wdean
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2002-07-26,shall@firedepartment.org,FD9633,Steve,Steve Hall,TRAINING,Hall,FP-590b6e83-bd5e-4cc2-9e8c-b046710aebd9,(564) 812-4487,(206) 929-1196,PARAMEDIC,C,STATION_34,AID 034,2025-09-15 10:46:13,shall,shall
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2008-09-22,ebrewer@firedepartment.org,FD5797,Emma,Emma Brewer,OPERATIONS,Brewer,FP-46f35d43-02d1-4362-a4cd-a9dfee004dfa,(206) 935-4829,(360) 215-6801,PARAMEDIC,A,STATION_27,LADDER 027,2025-09-15 10:46:13,ebrewer,ebrewer
True,"[""FIRE_INSTRUCTOR"", ""HAZMAT""]",2025-09-15 10:46:13,2020-06-17,mweaver@firedepartment.org,FD5189,Mallory,Mallory Weaver,OPERATIONS,Weaver,FP-4f528e43-3513-4d45-a24c-36151d109664,(206) 415-4806,(206) 386-7780,FIREFIGHTER,A,STATION_36,ENGINE 036,2025-09-15 10:46:13,mweaver,mweaver
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2004-06-09,jkelly@firedepartment.org,FD3245,Joseph,Joseph Kelly,ADMIN,Kelly,FP-93f1531b-9d07-4fe0-924e-20d4b85fba7e,(425) 435-6885,(206) 517-5244,BATTALION_CHIEF,C,STATION_14,MEDIC 014,2025-09-15 10:46:13,jkelly,jkelly
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2017-09-21,jritter@firedepartment.org,FD7544,Jennifer,Jennifer Ritter,TRAINING,Ritter,FP-1b5fe2fa-bc59-48c2-b257-50014a78e5c6,(206) 742-4599,(425) 705-6255,CAPTAIN,A,STATION_25,MEDIC 025,2025-09-15 10:46:13,jritter,jritter
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2003-04-21,rhernandez@firedepartment.org,FD5529,Robert,Robert Hernandez,ADMIN,Hernandez,FP-c8d4d8bc-c39f-41b3-818f-a092cd58cbd6,(425) 651-1288,(206) 637-7912,CAPTAIN,C,STATION_03,LADDER 003,2025-09-15 10:46:13,rhernandez,rhernandez
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2001-05-13,kwerner@firedepartment.org,FD8911,Kristine,Kristine Werner,ADMIN,Werner,FP-2c120427-4585-4836-a06a-5e1126580cd1,(206) 954-1116,(206) 594-7210,CAPTAIN,B,STATION_30,LADDER 030,2025-09-15 10:46:13,kwerner,kwerner
True,"[""EMT"", ""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2014-08-30,ajohnson@firedepartment.org,FD4488,April,April Johnson,ADMIN,Johnson,FP-eaabc6f6-88f7-4e0c-806b-9a5e58f5ccb8,(360) 441-6845,(206) 387-5324,FIREFIGHTER,A,STATION_10,ENGINE 010,2025-09-15 10:46:13,ajohnson,ajohnson
True,"[""EMT"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2022-06-08,thenry@firedepartment.org,FD5776,Timothy,Timothy Henry,OPERATIONS,Henry,FP-07c3c89f-a700-4d03-ae90-4d1b96f38ea8,(425) 522-6604,(425) 600-1982,LIEUTENANT,C,STATION_28,MEDIC 028,2025-09-15 10:46:13,thenry,thenry
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2019-05-13,bdecker@firedepartment.org,FD2099,Brandon,Brandon Decker,PREVENTION,Decker,FP-14ee350b-bebd-4178-8378-c20364f0dfd2,(206) 353-7222,(360) 331-7087,PARAMEDIC,B,STATION_13,ENGINE 013,2025-09-15 10:46:13,bdecker,bdecker
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2011-11-22,mespinoza@firedepartment.org,FD5582,Matthew,Matthew Espinoza,PREVENTION,Espinoza,FP-df1ffb39-8835-4ade-b0ab-77864f298b7e,(206) 496-8071,(425) 541-1174,LIEUTENANT,C,STATION_31,MEDIC 031,2025-09-15 10:46:13,mespinoza,mespinoza
True,"[""EMT"", ""FIRE_INSTRUCTOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2017-01-29,lfoster@firedepartment.org,FD7859,Larry,Larry Foster,PREVENTION,Foster,FP-1c4af700-6dc2-4594-8a5c-a0238a323907,(564) 958-3026,(206) 329-5020,BATTALION_CHIEF,A,STATION_09,ENGINE 009,2025-09-15 10:46:13,lfoster,lfoster
True,"[""EMT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2008-09-28,dbaker@firedepartment.org,FD6519,Daniel,Daniel Baker,ADMIN,Baker,FP-38a5aab3-5d5c-4421-b401-5c99b2aa5181,(425) 975-3840,(425) 727-8376,FIREFIGHTER,B,STATION_30,MEDIC 030,2025-09-15 10:46:13,dbaker,dbaker
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2021-04-28,bmorris@firedepartment.org,FD1266,Beth,Beth Morris,TRAINING,Morris,FP-79d99ef3-f3ec-4013-bffb-b4aa31de0e54,(425) 932-3318,(206) 286-7973,CAPTAIN,A,STATION_01,MEDIC 001,2025-09-15 10:46:13,bmorris,bmorris
True,"[""EMT"", ""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2008-10-25,jwaller@firedepartment.org,FD5664,Joseph,Joseph Waller,TRAINING,Waller,FP-3bce455c-924d-4410-859b-8e9112c25a58,(206) 315-2208,(206) 498-8384,LIEUTENANT,A,STATION_28,LADDER 028,2025-09-15 10:46:13,jwaller,jwaller
True,"[""EMT"", ""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2015-05-29,jfranco@firedepartment.org,FD2908,Jamie,Jamie Franco,TRAINING,Franco,FP-0ff81dde-89d1-4919-a1e6-7dc5da11ba21,(425) 996-8242,(206) 552-8862,FIREFIGHTER,B,STATION_13,MEDIC 013,2025-09-15 10:46:13,jfranco,jfranco
True,"[""EMT""]",2025-09-15 10:46:13,2022-10-26,dwilson@firedepartment.org,FD5241,David,David Wilson,TRAINING,Wilson,FP-f75ec686-5039-4caf-810d-99a8331be5fe,(360) 586-2312,(206) 779-6221,LIEUTENANT,B,STATION_34,AID 034,2025-09-15 10:46:13,dwilson,dwilson
True,"[""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2014-05-22,lmiller@firedepartment.org,FD9004,Lisa,Lisa Miller,PREVENTION,Miller,FP-8cecf83f-b2b3-4829-8352-3fb169ec5dd1,(360) 273-1159,(425) 936-5407,CAPTAIN,B,STATION_08,ENGINE 008,2025-09-15 10:46:13,lmiller,lmiller
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-01-01,dprice@firedepartment.org,FD1027,Dustin,Dustin Price,PREVENTION,Price,FP-a882cdb0-a552-4a67-8d67-fed8de1594e4,(206) 721-6120,(206) 345-3981,PARAMEDIC,A,STATION_16,AID 016,2025-09-15 10:46:13,dprice,dprice
True,"[""EMT""]",2025-09-15 10:46:13,2014-02-24,dsuarez@firedepartment.org,FD2525,Daniel,Daniel Suarez,ADMIN,Suarez,FP-8b6e8ceb-140f-4ebb-aa86-11844fbbfb45,(206) 997-4379,(564) 735-5806,LIEUTENANT,C,STATION_10,LADDER 010,2025-09-15 10:46:13,dsuarez,dsuarez
True,"[""FIRE_INSTRUCTOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2007-06-26,pnunez@firedepartment.org,FD3940,Paul,Paul Nunez,ADMIN,Nunez,FP-4207c817-8ead-4c4d-9cd2-2eb9cf2dfd23,(425) 412-5013,(425) 653-6160,FIREFIGHTER,C,STATION_33,MEDIC 033,2025-09-15 10:46:13,pnunez,pnunez
True,"[""EMT""]",2025-09-15 10:46:13,2013-08-29,khall@firedepartment.org,FD8922,Kimberly,Kimberly Hall,ADMIN,Hall,FP-03369cc7-ddb0-4f61-829a-1e8bfa0ac27f,(206) 520-8825,(206) 425-3508,FIREFIGHTER,B,STATION_18,AID 018,2025-09-15 10:46:13,khall,khall
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2004-04-24,tbaldwin@firedepartment.org,FD2791,Tyler,Tyler Baldwin,ADMIN,Baldwin,FP-0e781927-aea6-4ed0-8dae-cd979dd0bd7a,(206) 403-6599,(425) 209-8143,FIREFIGHTER,A,STATION_22,MEDIC 022,2025-09-15 10:46:13,tbaldwin,tbaldwin
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2016-06-13,adouglas@firedepartment.org,FD3481,Adam,Adam Douglas,ADMIN,Douglas,FP-17085ef7-7fa0-4873-be0a-fe9c498c98a1,(425) 409-9988,(206) 677-9545,LIEUTENANT,C,STATION_34,MEDIC 034,2025-09-15 10:46:13,adouglas,adouglas
True,"[""EMT"", ""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2001-01-24,dlong@firedepartment.org,FD8573,Daniel,Daniel Long,ADMIN,Long,FP-8dc61f17-b172-4049-9b9d-1eeb6997f436,(564) 281-2555,(360) 776-1477,PARAMEDIC,B,STATION_37,MEDIC 037,2025-09-15 10:46:13,dlong,dlong
True,"[""HAZMAT""]",2025-09-15 10:46:13,2020-04-14,thenry@firedepartment.org,FD2920,Tamara,Tamara Henry,TRAINING,Henry,FP-5815cd8f-d234-409f-a41c-07217443969c,(425) 928-5797,(206) 759-3902,FIREFIGHTER,A,STATION_34,MEDIC 034,2025-09-15 10:46:13,thenry,thenry
True,"[""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2018-05-20,jmontes@firedepartment.org,FD9215,Joseph,Joseph Montes,ADMIN,Montes,FP-d75dc95b-5be9-4619-ab16-9b71c52128b1,(206) 452-3069,(425) 803-4864,PARAMEDIC,A,STATION_04,AID 004,2025-09-15 10:46:13,jmontes,jmontes
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2020-01-13,kball@firedepartment.org,FD9927,Kaitlyn,Kaitlyn Ball,ADMIN,Ball,FP-e2d75b79-3f49-4920-86e7-a499e536f1a7,(425) 862-3724,(425) 766-3721,FIREFIGHTER,C,STATION_31,ENGINE 031,2025-09-15 10:46:13,kball,kball
True,"[""HAZMAT""]",2025-09-15 10:46:13,2005-07-03,dcarlson@firedepartment.org,FD7422,Dorothy,Dorothy Carlson,ADMIN,Carlson,FP-fd4aa0bd-ba7a-44d5-9989-0e0604d94fce,(206) 612-1359,(206) 644-8642,PARAMEDIC,A,STATION_36,ENGINE 036,2025-09-15 10:46:13,dcarlson,dcarlson
True,"[""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2015-04-13,kgreen@firedepartment.org,FD6664,Kimberly,Kimberly Green,OPERATIONS,Green,FP-8bf96300-5ad9-4d64-84d8-d7b54202cbb3,(206) 490-2263,(206) 381-9214,BATTALION_CHIEF,A,STATION_30,MEDIC 030,2025-09-15 10:46:13,kgreen,kgreen
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2006-03-11,abeasley@firedepartment.org,FD7346,Ashley,Ashley Beasley,ADMIN,Beasley,FP-ffaf8eb8-0d2a-4a13-aff5-8387cdfec3a8,(425) 865-2918,(206) 344-6368,PARAMEDIC,C,STATION_31,ENGINE 031,2025-09-15 10:46:13,abeasley,abeasley
True,"[""FIRE_INSTRUCTOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2021-11-20,thoward@firedepartment.org,FD5395,Tanya,Tanya Howard,PREVENTION,Howard,FP-3e249f37-957e-48b6-8b01-3e5208323ff8,(206) 924-4401,(425) 231-8805,PARAMEDIC,B,STATION_36,AID 036,2025-09-15 10:46:13,thoward,thoward
True,"[""EMT"", ""TECH_REScue""]",2025-09-15 10:46:13,2022-10-26,kking@firedepartment.org,FD7022,Krista,Krista King,PREVENTION,King,FP-3ff9c247-c83d-4524-bea4-735b221ba1ea,(206) 647-3052,(206) 280-4556,FIREFIGHTER,C,STATION_29,MEDIC 029,2025-09-15 10:46:13,kking,kking
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2022-03-10,wwhite@firedepartment.org,FD1751,William,William White,TRAINING,White,FP-59b248bb-db0c-468f-b83f-0401ac65bff2,(206) 273-8990,(425) 982-2029,LIEUTENANT,B,STATION_02,ENGINE 002,2025-09-15 10:46:13,wwhite,wwhite
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2014-04-12,jespinoza@firedepartment.org,FD4381,Jaime,Jaime Espinoza,TRAINING,Espinoza,FP-56b69801-c674-4a9a-a13b-2608dd3aacd8,(206) 821-6952,(425) 734-8264,PARAMEDIC,B,STATION_17,AID 017,2025-09-15 10:46:13,jespinoza,jespinoza
True,"[""HAZMAT""]",2025-09-15 10:46:13,2023-11-06,cschmidt@firedepartment.org,FD6115,Cassandra,Cassandra Schmidt,PREVENTION,Schmidt,FP-c01ab612-2893-4fe3-a44a-c00150737d8c,(206) 261-3085,(564) 955-3819,CAPTAIN,B,STATION_26,MEDIC 026,2025-09-15 10:46:13,cschmidt,cschmidt
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2008-08-09,hpalmer@firedepartment.org,FD4412,Henry,Henry Palmer,TRAINING,Palmer,FP-62c6da40-8e65-4347-9876-6b0680ecb47a,(425) 877-6357,(206) 636-8900,BATTALION_CHIEF,C,STATION_20,MEDIC 020,2025-09-15 10:46:13,hpalmer,hpalmer
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2006-07-31,ggillespie@firedepartment.org,FD9240,Garrett,Garrett Gillespie,PREVENTION,Gillespie,FP-b3ea2cfb-3c5a-446d-92d5-0619115a4ea9,(425) 554-3948,(425) 897-7522,CAPTAIN,B,STATION_35,ENGINE 035,2025-09-15 10:46:13,ggillespie,ggillespie
True,"[""FIRE_INVESTIGATOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2010-03-25,rhenry@firedepartment.org,FD9937,Rachel,Rachel Henry,TRAINING,Henry,FP-522c25b2-455a-4167-aac8-566b313dac6b,(206) 440-8388,(206) 667-6313,LIEUTENANT,B,STATION_09,ENGINE 009,2025-09-15 10:46:13,rhenry,rhenry
