employee_ids,employee_names,end_datetime,length_minutes,location,qualifiers,scheduled_by,shift_id,start_datetime,station,unit_code,unit_name,work_type
"[""FD9425"", ""FD9534"", ""FD7636""]","[""Laurie Cook"", ""Thomas Smith"", ""Sandra Davis""]",2025-09-13 23:15:35,480,"1450 6th Ave N, Seattle, WA 98109","[""FIREFIGHTER""]","[""Dawn Medina"", ""Jill Jennings""]",6f2ff740-e33f-404b-afec-7fb63369e895,2025-09-13 15:15:35,STATION_33,A016,AID 016,OVERTIME
"[""FD7954"", ""FD5215"", ""FD9556"", ""FD8112"", ""FD1263""]","[""Colleen Long"", ""Steven Miller"", ""Corey Banks"", ""Matthew Martin"", ""Juan Anderson""]",2025-08-30 00:45:07,1440,"477 SW Lander St, Seattle, WA 98106","[""COMPANY_OFFICER""]","[""Gabriel Morales"", ""Anthony Mercer""]",e5adceaf-0839-4639-b02d-70b7d69de80e,2025-08-29 00:45:07,STATION_31,E032,ENGINE 032,REGULAR
"[""FD6889"", ""FD9222"", ""FD5690"", ""FD6096""]","[""Stephanie Strickland"", ""Stacy Leonard"", ""Melinda Alexander"", ""Audrey Hudson""]",2025-09-09 02:57:23,720,"143 N 50th St, Seattle, WA 98103","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Isaiah Leon"", ""Kayla Lopez""]",88357989-97d4-4d20-942b-dbc4fa8bd1bb,2025-09-08 14:57:23,STATION_19,E004,ENGINE 004,REGULAR
"[""FD9098"", ""FD7230""]","[""William Thompson"", ""James Knox""]",2025-09-14 12:47:22,720,"1869 SW Lander St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Katrina Ellis""]",7a11cc63-2be6-4ad5-96df-0bb93cedc0c8,2025-09-14 00:47:22,STATION_28,A037,AID 037,OVERTIME
"[""FD6838"", ""FD7906""]","[""Dennis Marquez"", ""Antonio Madden""]",2025-09-14 23:52:40,720,"371 Queen Anne Ave N, Seattle, WA 98109","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Shawn Lawrence"", ""David Torres""]",e1f6cd80-b1c3-4ba2-807e-17f0c47b16a5,2025-09-14 11:52:40,STATION_10,B034,BATTALION 034,REGULAR
"[""FD2935"", ""FD6185"", ""FD4492"", ""FD5198""]","[""Victoria Fields"", ""Hannah Martin"", ""Jennifer Stone"", ""Derek Sampson""]",2025-09-03 23:42:25,1440,"894 7th Ave N, Seattle, WA 98109","[""COMPANY_OFFICER""]","[""Joseph Wood""]",2513a5b4-5136-4eca-a2d5-812a6824bf3b,2025-09-02 23:42:25,STATION_10,A008,AID 008,OVERTIME
"[""FD6238"", ""FD3705"", ""FD2569""]","[""Kristine Perry"", ""Christine Fleming"", ""Melissa Fletcher""]",2025-09-05 21:44:19,720,"955 E Madison St, Seattle, WA 98112","[""PARAMEDIC""]","[""Peter Thompson"", ""Linda Riddle""]",1f905193-4737-458b-9976-2d24e045dd58,2025-09-05 09:44:19,STATION_28,E012,ENGINE 012,OVERTIME
"[""FD6573"", ""FD7257"", ""FD2257"", ""FD9547"", ""FD3584""]","[""Tricia Fry"", ""Jeffrey Brown"", ""Brandon Oconnell"", ""Steven Shaw"", ""Joseph Johnson""]",2025-09-04 22:32:18,480,"1348 James St, Seattle, WA 98101","[""PARAMEDIC""]","[""John Walker"", ""Brenda Gamble""]",f0f5eea0-364c-4e57-a7bd-40c3af38b247,2025-09-04 14:32:18,STATION_35,E030,ENGINE 030,REGULAR
"[""FD2246"", ""FD4984"", ""FD6723""]","[""Lori Mckay"", ""Charles Miller"", ""Erin Cohen""]",2025-09-10 18:34:10,720,"1435 NE 45th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Jennifer Wright""]",da130e99-8492-4e6e-a5eb-4a39b78b7efe,2025-09-10 06:34:10,STATION_31,M017,MEDIC 017,OVERTIME
"[""FD3792"", ""FD2661""]","[""Jennifer Hill"", ""Richard Johns""]",2025-09-01 18:54:12,480,"822 S Walker St, Seattle, WA 98104","[""COMPANY_OFFICER""]","[""Michael Torres""]",e8c38e7a-8b1e-4bf0-b91c-ccd3f6d236b5,2025-09-01 10:54:12,STATION_21,A010,AID 010,OVERTIME
"[""FD9347"", ""FD7372"", ""FD1618""]","[""Keith Mitchell"", ""Anthony West"", ""Nathan Phillips""]",2025-09-09 15:57:32,1440,"107 Queen Anne Ave N, Seattle, WA 98109","[""COMPANY_OFFICER""]","[""Paul Brewer"", ""Curtis Campbell""]",470042c8-606f-4584-ae1a-b065e773d44b,2025-09-08 15:57:32,STATION_10,B010,BATTALION 010,REGULAR
"[""FD7652"", ""FD7088"", ""FD5455"", ""FD3041""]","[""Tonya Garcia"", ""Allison Butler"", ""Autumn Vega"", ""Jane Woodard""]",2025-09-13 06:14:49,1440,"766 E Highland Dr, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Anthony Oconnell"", ""Jessica Jones""]",5cd3ed93-d4f2-4c79-a079-b77c071b4511,2025-09-12 06:14:49,STATION_29,L034,LADDER 034,REGULAR
"[""FD3391"", ""FD6779"", ""FD4497"", ""FD8617""]","[""Troy Ruiz"", ""Alexis West"", ""John Williams"", ""Amy Cunningham""]",2025-09-21 14:55:09,1440,"524 E Olive Way, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Charles Perry"", ""Rachel Berry""]",2f56f69f-1c40-49ea-badb-6cd814110aac,2025-09-20 14:55:09,STATION_18,E003,ENGINE 003,OVERTIME
"[""FD2111"", ""FD8888"", ""FD1783""]","[""Michael Hayes"", ""Beverly Austin"", ""Travis Huang""]",2025-09-25 14:58:11,480,"1321 Keystone Pl N, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Laura Allen""]",ae69d088-497d-464c-9c2f-2a20e3be6462,2025-09-25 06:58:11,STATION_21,E026,ENGINE 026,OVERTIME
"[""FD2098"", ""FD4591"", ""FD3005"", ""FD5169""]","[""Brendan King"", ""Matthew Ward"", ""Jason Gonzalez"", ""Jessica King""]",2025-09-07 06:02:09,480,"282 6th Ave N, Seattle, WA 98109","[""FIREFIGHTER""]","[""Samuel Zamora"", ""John Hall""]",da15cdac-0c5d-45f9-92bd-50aefcdc7f93,2025-09-06 22:02:09,STATION_26,M024,MEDIC 024,REGULAR
"[""FD9119"", ""FD2157"", ""FD1596"", ""FD5154""]","[""Jessica Kelly"", ""Jennifer Smith"", ""Brandon Gardner"", ""Mindy Payne""]",2025-09-14 20:11:43,480,"944 SW Othello St, Seattle, WA 98106","[""COMPANY_OFFICER""]","[""Jo Newton""]",267e263c-96b7-4c97-a848-65ccca369685,2025-09-14 12:11:43,STATION_3,M022,MEDIC 022,OVERTIME
"[""FD1171"", ""FD5607"", ""FD6343""]","[""Cory Davis"", ""Jacqueline Bartlett"", ""Hunter Gill""]",2025-09-24 08:07:18,720,"1073 Stone Way N, Seattle, WA 98103","[""FIREFIGHTER""]","[""Kayla Silva""]",ee43e963-7d39-4858-8a9a-d12901b3a8ef,2025-09-23 20:07:18,STATION_5,L018,LADDER 018,REGULAR
"[""FD4384"", ""FD2749""]","[""Carmen Peters"", ""Robert White""]",2025-09-13 07:30:18,480,"1619 NE 15th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Trevor Valencia""]",6499c1aa-4845-43a7-b47a-68c14a6f2019,2025-09-12 23:30:18,STATION_32,B006,BATTALION 006,OVERTIME
"[""FD9184"", ""FD4684"", ""FD5547"", ""FD5492"", ""FD7775"", ""FD6180""]","[""Manuel Shaffer"", ""Kerri Alvarado"", ""Anthony Yates"", ""April Stewart"", ""Sherry Sweeney"", ""Jackie Miller""]",2025-09-12 03:29:40,600,"583 Fremont Ave N, Seattle, WA 98103","[""FIREFIGHTER""]","[""Melody Jimenez""]",714b9355-5192-40ed-91d8-5b7994b6996a,2025-09-11 17:29:40,STATION_29,L020,LADDER 020,OVERTIME
"[""FD7983"", ""FD8845"", ""FD4883"", ""FD1302""]","[""Andrew Mcclure"", ""Charles Perez"", ""Marissa Clark"", ""Melissa Moore""]",2025-09-18 14:12:07,1440,"1122 SW Oregon St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Victor Smith"", ""Jennifer Elliott""]",87169fdd-6939-49ea-bba7-e41d53c059cc,2025-09-17 14:12:07,STATION_22,E001,ENGINE 001,OVERTIME
"[""FD5072"", ""FD2302"", ""FD2692""]","[""Debra Baldwin"", ""Steven Villanueva"", ""Phillip Jackson""]",2025-09-23 18:28:52,1440,"180 NW 85th St, Seattle, WA 98107","[""FIREFIGHTER""]","[""Manuel Harris"", ""Joshua Bailey""]",9711ec3d-dc3f-4529-a7a3-01cd48f2473a,2025-09-22 18:28:52,STATION_2,M012,MEDIC 012,OVERTIME
"[""FD3469"", ""FD5284"", ""FD1201""]","[""Carol Davis"", ""Richard Wagner"", ""Lacey Rose""]",2025-09-24 05:41:53,1440,"553 E Harrison St, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Jennifer Holder"", ""Jacob Hensley""]",b17fce1b-24f7-41cf-af7f-10443e441151,2025-09-23 05:41:53,STATION_24,B035,BATTALION 035,REGULAR
"[""FD4802"", ""FD6008"", ""FD1327"", ""FD5252""]","[""John Peterson"", ""Jessica Rodriguez"", ""Valerie Dunlap"", ""Alan Mason""]",2025-09-02 01:06:43,600,"1080 S Charles St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Lisa Guerrero""]",bdf99b3f-4ea0-4ccb-b58a-66da65bab103,2025-09-01 15:06:43,STATION_27,M024,MEDIC 024,REGULAR
"[""FD8630"", ""FD6234""]","[""Sarah King"", ""Curtis Winters""]",2025-09-09 12:21:58,600,"644 5th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Todd Baxter""]",fa278c50-fb4a-479f-b4af-6cb0e503763a,2025-09-09 02:21:58,STATION_10,A027,AID 027,REGULAR
"[""FD5790"", ""FD2569"", ""FD5800""]","[""Charles Wilson"", ""Melissa Fletcher"", ""Kristen Lynch""]",2025-09-24 05:28:21,720,"1160 NW 61st St, Seattle, WA 98107","[""FIREFIGHTER""]","[""Robert Caldwell""]",361ffb51-973a-4840-a1de-86fc48251a60,2025-09-23 17:28:21,STATION_36,B005,BATTALION 005,OVERTIME
"[""FD3598"", ""FD1572"", ""FD6549"", ""FD6533""]","[""Dylan Mccormick"", ""Loretta Nelson"", ""Linda Peck"", ""Kathryn Wood""]",2025-09-05 08:58:54,1440,"420 W Blaine St, Seattle, WA 98109","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Mariah Lane"", ""Curtis Spencer""]",7f8cf6f8-19a1-4ae1-9661-b5357b306df8,2025-09-04 08:58:54,STATION_12,M033,MEDIC 033,REGULAR
"[""FD4254"", ""FD6760"", ""FD2556"", ""FD5101"", ""FD5396"", ""FD3882""]","[""Phillip Delacruz"", ""Lori Ritter"", ""Gregory Humphrey"", ""Dawn Cook"", ""Julie Johnson"", ""Erica Holt""]",2025-09-20 10:18:03,600,"1668 9th Ave N, Seattle, WA 98109","[""COMPANY_OFFICER""]","[""Angela Shannon"", ""Benjamin Mitchell""]",00f2f7dd-713b-48ec-a8cc-b336e60be02e,2025-09-20 00:18:03,STATION_34,E026,ENGINE 026,OVERTIME
"[""FD7752"", ""FD7087"", ""FD7576""]","[""Hannah Luna"", ""Gary Jordan"", ""Charles Salinas""]",2025-09-17 11:39:22,720,"502 S Main St, Seattle, WA 98104","[""PARAMEDIC""]","[""Martha Ray"", ""Patricia Smith""]",d2ae6a5b-a435-436a-873e-c3c0e407cac1,2025-09-16 23:39:22,STATION_37,M018,MEDIC 018,OVERTIME
"[""FD9675"", ""FD6422""]","[""Andrew Sullivan"", ""Sean Davis""]",2025-09-03 03:01:36,1440,"590 NW 85th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Amanda Reyes"", ""Brent Mann""]",19ac20c5-3372-4491-9ba2-bb84166611b3,2025-09-02 03:01:36,STATION_3,B034,BATTALION 034,OVERTIME
"[""FD9030"", ""FD5851"", ""FD7514"", ""FD8963""]","[""Sherri Hernandez"", ""Melissa Parrish"", ""Marvin James"", ""Christine Wilson""]",2025-09-11 08:02:03,720,"765 NE 15th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Matthew Peterson"", ""Stephanie Cervantes""]",123670f8-384c-4db7-a8d5-2f50b13b030e,2025-09-10 20:02:03,STATION_3,L034,LADDER 034,OVERTIME
"[""FD6746"", ""FD8837"", ""FD4493"", ""FD7488""]","[""Sean Bauer"", ""Ashley Newton"", ""Steven Caldwell"", ""Eric Matthews""]",2025-09-17 13:46:01,600,"294 2nd Ave N, Seattle, WA 98109","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Adam Bennett""]",1b459a70-8af6-4edd-a86f-fa53789f573f,2025-09-17 03:46:01,STATION_11,B027,BATTALION 027,REGULAR
"[""FD9048"", ""FD5678""]","[""Regina Stewart"", ""Suzanne Erickson""]",2025-09-06 14:21:35,480,"211 E Republican St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Steven Nguyen"", ""Rhonda Smith""]",6eca3188-e69b-4805-8ca1-01608f162229,2025-09-06 06:21:35,STATION_25,B003,BATTALION 003,OVERTIME
"[""FD7837"", ""FD8958"", ""FD3836"", ""FD3951""]","[""Jason Cunningham"", ""Timothy Baker"", ""Susan Hall"", ""Bradley Brown""]",2025-09-05 12:04:48,720,"1262 5th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Gina Alvarez"", ""Michelle Bennett""]",56b69598-c3dc-4c16-9c19-b347105ed261,2025-09-05 00:04:48,STATION_33,B014,BATTALION 014,REGULAR
"[""FD7116"", ""FD1234"", ""FD3793""]","[""Brian Stewart"", ""Chad Mcgee"", ""Kayla Castro""]",2025-09-25 17:54:55,600,"691 S Dearborn St, Seattle, WA 98104","[""COMPANY_OFFICER""]","[""Kimberly Jackson""]",8677a1bb-eae0-43a5-95cf-914795644f37,2025-09-25 07:54:55,STATION_5,L034,LADDER 034,OVERTIME
"[""FD3105"", ""FD3579"", ""FD8365""]","[""Sharon Johnson"", ""Brian Johnson"", ""Erica Snyder""]",2025-09-05 04:25:31,600,"1976 University St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""John Bowers"", ""Richard Hughes""]",1f252a27-ce7d-4bdf-9290-870ebfa73a61,2025-09-04 18:25:31,STATION_14,M016,MEDIC 016,REGULAR
"[""FD8842"", ""FD3726"", ""FD5454"", ""FD8727"", ""FD2845""]","[""Shannon Davis"", ""Andre Thompson"", ""Joanna Luna"", ""Teresa Wilson"", ""Jennifer Jackson""]",2025-09-02 02:30:48,720,"981 S Garden St, Seattle, WA 98108","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Samuel Miller""]",48c2b0ad-bc65-42cc-8060-2dce9d7a3bf9,2025-09-01 14:30:48,STATION_18,L010,LADDER 010,OVERTIME
"[""FD9465"", ""FD6065"", ""FD1577""]","[""Desiree Woodard"", ""Patricia Jones"", ""Sarah Turner""]",2025-09-02 22:25:49,720,"156 Keystone Pl N, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""April Wiggins"", ""Shane Cisneros""]",4632cc80-6420-40e2-96a5-de00c9017a54,2025-09-02 10:25:49,STATION_35,B037,BATTALION 037,OVERTIME
"[""FD2199"", ""FD7431"", ""FD5195"", ""FD3106""]","[""Mark Wright"", ""Laura Tyler"", ""Brooke Wilson"", ""Antonio Washington""]",2025-09-07 18:10:06,480,"689 Roosevelt Way NE, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Tyler Delgado""]",8fe86921-55a7-4454-9a93-669cb61f0d42,2025-09-07 10:10:06,STATION_13,L026,LADDER 026,REGULAR
"[""FD7726"", ""FD8169""]","[""Samuel Hawkins"", ""Sara Yu""]",2025-08-30 05:12:33,720,"1288 S Dawson St, Seattle, WA 98108","[""FIREFIGHTER""]","[""Kyle Taylor"", ""Cameron Wallace""]",71c96986-24ea-44b8-8f45-f755f224c46b,2025-08-29 17:12:33,STATION_31,A012,AID 012,REGULAR
"[""FD7493"", ""FD1843"", ""FD2096"", ""FD8109""]","[""Nicholas Franklin"", ""Jamie Barnett"", ""Katie Monroe"", ""Anne Crane""]",2025-09-22 02:40:21,600,"1964 University St, Seattle, WA 98101","[""PARAMEDIC""]","[""Lisa Nunez"", ""Patricia Bush""]",29b7cc36-97fc-4981-8c25-482bdc0c9eb9,2025-09-21 16:40:21,STATION_20,M003,MEDIC 003,REGULAR
"[""FD5650"", ""FD5482""]","[""Catherine Reed"", ""Brandi Merritt""]",2025-09-11 11:58:58,720,"1486 3rd Ave, Seattle, WA 98101","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Yesenia Mccarty"", ""Jenna Ritter""]",5e06579c-0fa4-4b55-b1c7-65cc2a1b05c0,2025-09-10 23:58:58,STATION_35,A036,AID 036,REGULAR
"[""FD2796"", ""FD7416"", ""FD3320"", ""FD6234""]","[""Christopher Vance"", ""Natasha Cobb"", ""Matthew Lynch"", ""Curtis Winters""]",2025-09-08 20:31:41,720,"1116 SW Juneau St, Seattle, WA 98106","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Jennifer Carney"", ""Alexander Holmes""]",3c509012-da5e-4494-9170-e24da7f2a72b,2025-09-08 08:31:41,STATION_32,A037,AID 037,OVERTIME
"[""FD3177"", ""FD1665"", ""FD5356"", ""FD8541"", ""FD2224""]","[""Melanie Page"", ""Rebecca Miller"", ""Kerry Webb"", ""Andrew Brown"", ""Clayton Price""]",2025-09-25 06:34:46,600,"781 E Republican St, Seattle, WA 98102","[""PARAMEDIC""]","[""Thomas Smith"", ""Travis Allison""]",3d7292e8-d6a0-4ecf-8d7c-65ef753d2922,2025-09-24 20:34:46,STATION_36,L001,LADDER 001,REGULAR
"[""FD7527"", ""FD4795"", ""FD9304"", ""FD9894"", ""FD2691"", ""FD5198""]","[""Debra Bird"", ""Casey Henderson"", ""Jerry Jones"", ""Lindsey Glover"", ""Dawn Gallagher"", ""Derek Sampson""]",2025-09-21 23:55:35,480,"1410 S Walker St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Adam Sexton""]",5f1badea-1020-4e4f-8a0f-79474da3fa20,2025-09-21 15:55:35,STATION_31,L036,LADDER 036,OVERTIME
"[""FD1610"", ""FD4961"", ""FD7453""]","[""Kevin White"", ""Lawrence Parker"", ""Vanessa Buchanan""]",2025-09-10 07:02:21,720,"1673 NW 57th St, Seattle, WA 98107","[""COMPANY_OFFICER""]","[""Stephanie Miller"", ""Juan Evans""]",11e74ec1-87d9-4ab6-b87e-c90803240440,2025-09-09 19:02:21,STATION_13,B009,BATTALION 009,OVERTIME
"[""FD8023"", ""FD8640"", ""FD4136"", ""FD7662"", ""FD9749""]","[""Rebecca Lowe"", ""Derrick Cook"", ""Susan Perez"", ""Marie King"", ""Gregory Jimenez""]",2025-09-06 16:48:38,720,"1434 Interlake Ave N, Seattle, WA 98103","[""FIREFIGHTER""]","[""Gloria Swanson""]",723ff8c6-aeca-4bb5-ab44-76757da4f2f0,2025-09-06 04:48:38,STATION_9,L005,LADDER 005,REGULAR
"[""FD2398"", ""FD1988"", ""FD3890""]","[""Daniel Snow"", ""Luke Leonard"", ""Juan Whitehead""]",2025-09-23 17:46:16,600,"1964 NE 50th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""James Johnson"", ""Kyle Mora""]",fea25ac9-cc77-4e54-98cd-0877aed46be6,2025-09-23 07:46:16,STATION_26,L029,LADDER 029,REGULAR
"[""FD7161"", ""FD9462""]","[""Victoria Vargas"", ""Luis Pham""]",2025-09-01 16:04:56,720,"1824 NW 62nd St, Seattle, WA 98107","[""PARAMEDIC""]","[""Evelyn Myers""]",f4086bf1-a451-4419-9278-adbca6600368,2025-09-01 04:04:56,STATION_33,B032,BATTALION 032,REGULAR
"[""FD7595"", ""FD9217""]","[""Michelle Patterson"", ""Justin Johnson""]",2025-09-12 01:54:48,600,"1660 9th Ave N, Seattle, WA 98109","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Kristin Smith"", ""Joseph Vaughn""]",81ef2cf0-2076-4d8a-8f2b-1039e9b6d2ab,2025-09-11 15:54:48,STATION_26,M028,MEDIC 028,REGULAR
"[""FD8879"", ""FD9203"", ""FD8168""]","[""Shannon Walter"", ""Jacob Gray"", ""Marcia Gray""]",2025-09-06 05:39:56,480,"1771 SW Admiral Way, Seattle, WA 98106","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Michael Hernandez"", ""Joel Davis""]",22da735a-1f60-4014-9621-abd63034360d,2025-09-05 21:39:56,STATION_6,A014,AID 014,REGULAR
"[""FD2403"", ""FD9126"", ""FD8628""]","[""Olivia Baker"", ""Jennifer Anderson"", ""Nathaniel Rose""]",2025-09-23 08:20:42,1440,"104 W Blaine St, Seattle, WA 98109","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Casey Holt""]",d6aea0ce-71de-45bc-8902-ee011e7516be,2025-09-22 08:20:42,STATION_8,A013,AID 013,REGULAR
"[""FD9152"", ""FD7142""]","[""Diana King"", ""Michael Ponce""]",2025-09-24 07:51:09,1440,"996 E John St, Seattle, WA 98112","[""PARAMEDIC""]","[""Raymond Wright"", ""Lori Johnson""]",d76765db-bb27-43f0-8590-796282f589cc,2025-09-23 07:51:09,STATION_28,M008,MEDIC 008,REGULAR
"[""FD9894"", ""FD9482"", ""FD2788""]","[""Phillip Smith"", ""Frances Patterson"", ""Robert Mclean""]",2025-09-08 19:46:46,480,"187 S Orcas St, Seattle, WA 98104","[""FIREFIGHTER""]","[""James Howard""]",c8f99e9d-be5f-4083-8045-08d1a6d72232,2025-09-08 11:46:46,STATION_20,A006,AID 006,OVERTIME
"[""FD9526"", ""FD6919"", ""FD3321"", ""FD5510""]","[""Christina Smith"", ""Paula Torres"", ""Donna Alexander"", ""Kenneth Christian""]",2025-09-05 05:05:14,1440,"1089 S Cloverdale St, Seattle, WA 98108","[""COMPANY_OFFICER""]","[""John Williams""]",f30313f8-52f1-47d7-ad12-2088c3eb4796,2025-09-04 05:05:14,STATION_11,A023,AID 023,REGULAR
"[""FD7881"", ""FD7984"", ""FD7807"", ""FD1263"", ""FD3134"", ""FD5741""]","[""Kimberly Wilson"", ""David Jacobson"", ""Ashley Mccarthy"", ""Juan Anderson"", ""Kimberly Adams"", ""Geoffrey Wolf""]",2025-08-29 22:18:39,720,"1371 S Walker St, Seattle, WA 98104","[""COMPANY_OFFICER""]","[""April Nichols"", ""Chelsea Mccarthy""]",9548cf17-3ab5-4c66-8e8e-514a1eae4f06,2025-08-29 10:18:39,STATION_37,E001,ENGINE 001,REGULAR
"[""FD1620"", ""FD7290"", ""FD6351"", ""FD4427"", ""FD5758"", ""FD7490""]","[""Kelly Clark"", ""Courtney Holloway"", ""Amanda Page"", ""James Miller"", ""Kimberly Mason"", ""Richard Ellison""]",2025-09-11 13:15:43,600,"523 E Newton St, Seattle, WA 98112","[""FIREFIGHTER""]","[""Kelly Meyer""]",e693ecc7-37e3-4d78-baf6-d00b05db933e,2025-09-11 03:15:43,STATION_11,E021,ENGINE 021,OVERTIME
"[""FD2171"", ""FD2713"", ""FD8486"", ""FD1711"", ""FD4186""]","[""Donna Fox"", ""Gregory Martinez"", ""Valerie Smith"", ""Kathleen Sanders"", ""Timothy Melendez""]",2025-08-29 12:38:56,600,"1715 N 50th St, Seattle, WA 98103","[""COMPANY_OFFICER""]","[""Amy Arnold""]",bdc2af4e-0ae5-4494-8155-65dd4e30e861,2025-08-29 02:38:56,STATION_11,E026,ENGINE 026,REGULAR
"[""FD4394"", ""FD3171"", ""FD5871"", ""FD1709""]","[""Marissa Cortez"", ""Taylor Hobbs"", ""Michael Hays"", ""Edward Campbell""]",2025-09-04 04:19:03,1440,"450 Fauntleroy Way SW, Seattle, WA 98106","[""FIREFIGHTER""]","[""David Brewer""]",b3b34cb1-90cc-4ea5-a378-5f538e858269,2025-09-03 04:19:03,STATION_24,A016,AID 016,OVERTIME
"[""FD6089"", ""FD8312"", ""FD6800""]","[""Alexander Hernandez"", ""Thomas Walker"", ""Erica Miller""]",2025-09-16 00:58:12,600,"533 S Oregon St, Seattle, WA 98108","[""PARAMEDIC""]","[""Michael Lopez""]",f79a5023-32cd-4444-acde-58d05a1235d2,2025-09-15 14:58:12,STATION_7,E024,ENGINE 024,OVERTIME
"[""FD7891"", ""FD3355"", ""FD6973"", ""FD7450"", ""FD2223""]","[""Victoria Chen"", ""James Walker"", ""Paula Mitchell"", ""Nicole Foster"", ""Dylan Reeves""]",2025-08-30 03:42:47,480,"373 E Republican St, Seattle, WA 98112","[""COMPANY_OFFICER""]","[""Taylor Rodriguez""]",5cf42d84-7cc3-454c-be87-c20172b6c0db,2025-08-29 19:42:47,STATION_33,L005,LADDER 005,OVERTIME
"[""FD9554"", ""FD7564"", ""FD8796""]","[""Rodney Yoder"", ""Luis Nicholson"", ""Kevin Gordon""]",2025-09-23 01:20:23,600,"597 S Dearborn St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Jason Brooks"", ""Laura Silva""]",e7cc4250-6e38-4ccd-b6be-b34e2eb2e9e2,2025-09-22 15:20:23,STATION_7,A031,AID 031,REGULAR
"[""FD3295"", ""FD2258"", ""FD3831"", ""FD3264"", ""FD6012"", ""FD3566""]","[""Michelle Williams"", ""Madison Rivera"", ""Kathleen Holder"", ""Daniel Williamson"", ""Christopher Clements"", ""Sergio Logan""]",2025-09-21 23:29:17,480,"1791 NE 15th St, Seattle, WA 98105","[""PARAMEDIC""]","[""Jeanette Taylor"", ""Angelica Jenkins""]",ec7d224c-5adf-4962-85c0-1e2ec7ecfc18,2025-09-21 15:29:17,STATION_5,E008,ENGINE 008,OVERTIME
"[""FD7626"", ""FD5711"", ""FD7008""]","[""Erika Lyons"", ""Claudia Gonzalez"", ""Steven Daniel""]",2025-09-11 00:08:48,720,"897 S Horton St, Seattle, WA 98104","[""FIREFIGHTER""]","[""Jennifer Haney""]",63bf3679-af09-4b14-9c1a-8e9c3bb7b040,2025-09-10 12:08:48,STATION_10,B021,BATTALION 021,REGULAR
"[""FD4031"", ""FD5535"", ""FD1459""]","[""Jennifer Phelps"", ""Catherine Rocha"", ""Holly Gonzalez""]",2025-09-21 04:33:17,600,"550 NW 58th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Theresa Lane"", ""Jesus Moore""]",64e8fe86-54f7-4646-9b74-5b0c048340a7,2025-09-20 18:33:17,STATION_8,B035,BATTALION 035,REGULAR
"[""FD5878"", ""FD6620""]","[""Travis Alexander"", ""Holly Mclaughlin""]",2025-09-19 21:47:09,600,"1226 E John St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Micheal Herring"", ""Jamie Nelson""]",7d9075ed-03f2-4f50-958d-04bdf9525328,2025-09-19 11:47:09,STATION_19,A017,AID 017,REGULAR
"[""FD1045"", ""FD5849"", ""FD7457""]","[""James Gibbs"", ""Connor Larson"", ""Hannah Holt""]",2025-09-06 19:40:56,480,"331 E Thomas St, Seattle, WA 98102","[""PARAMEDIC""]","[""Joseph Stevenson""]",f0549019-abb6-43c4-a663-74af9f93e3cc,2025-09-06 11:40:56,STATION_34,M027,MEDIC 027,REGULAR
